Judul,Narasi,Indikator
 Video “Gedung Cyber 1 Mabes Polri di Mampang Jaksel Kebakaran”,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, kebakaran yang terjadi di Gedung Cyber 1 pada Kamis (2/12) bukanlah gedung […]",0
 Influencer Thailand Meninggal saat Live Masak Masuk Berita Semalam “4 Desember 2021”,"hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Waktu kejadian yang salah. Faktanya, kejadian tersebut terjadi pada tanggal 25 Mei 2021, bukan terjadi […]",0
 SMS Hadiah PT Indofood Sebesar Rp175 Juta,"hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). SMS bukan berasal dari pihak PT Indofood. Faktanya, tidak ada informasi resmi mengenai hal itu. […]",0
" Akun Facebook Mengatasnamakan Wali Kota Padangsidumpuan, Irsan Efendi Nasution","hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Faktanya, akun Facebook tersebut adalah palsu dan bukan miliknya. Ia mengimbau untuk warga tidak mudah […]",0
 Sebuah Artefak Kuno Ditemukan di Iraq oleh Arkeolog Inggris Tahun 1932,Hasil Periksa Fakta Ani Nur MR Informasi palsu. Artefak tersebut sebenarnya tidak pernah ada dan hanya buatan aplikasi digital. Adapun latar belakang pada gambar diambil […],0
" Foto “Kisah Haru Erupsi Semeru, Tak Rela Tinggalkan Sang Ibu yang Sudah Renta, Rumini Ditemukan Tewas Berpelukan di Rumahnya..”","BUKAN foto jenazah Rumini dan ibunya, Salamah yang meninggal berpelukan saat erupsi Gunung Semeru pada Sabtu, 4 Desember 2021. Foto tersebut adalah foto penduduk di […]",0
 Awan Lentikular Berlapis-lapis di atas Gunung Fuji,"hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Faktanya, gambar merupakan editan photoshop. Gambar yang sebenarnya diambil oleh Raymond R Carr pada tahun […]",0
 Cuitan “Detik detik gempa mengguncang NTT”,"BUKAN peristiwa gempa di NTT. FAKTANYA, video yang dibagikan adalah rekaman peristiwa Gempa Padang pada tahun 2009 lalu. Selengkapnya di bagian PENJELASAN dan REFERENSI. KATEGORI: […]",0
 Surat Elektronik Rekrutmen PT IMIP,"Surat lowongan palsu. Melalui instagram resminya, PT IMIP mengklarifikasi bahwa informasi lowongan kerja yang mengatasnamakan PT IMIP tersebut adalah tidak benar dan merupakan modus penipuan. […]",0
 Akun Facebook Wali Kota Bandar Lampung Eva Dwiana Meminta Kode OTP Via Whatsapp,hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Faktanya melalui akun Instagram resminya Eva Dwiana mengklarifikasi bahwa akun tersebut merupakan akun palsu. Selengkapnya […],0
 “Aktor Varrel Bramasta Meninggall Dunia! Sosok Ini Ikut Melayatt Hingga Pecah Tangis DiPekam4n?.!!”,"Informasi palsu. Faktanya, pada laman Instagram resminya Varel diketahui masih aktif melakukan berbagai macam kegiatan. KATEGORI: FABRICATED CONTENT/ KONTEN PALSU === SUMBER: YOUTUBE === NARASI: […]",0
" Foto “Dari zaman Mulawarman,Bungkarno Jakarta sudah ada banjir….”","Foto yang diposting bukan foto banjir Jakarta zaman Bung Karno. Foto pertama merupakan foto banjir di Kota Solo, Jawa Tengah pada Januari 1947 dan foto […]",0
 Artis Irish Bella Meninggal Dunia,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Informasi tersebut tidak benar. Faktanya, tidak ada informasi valid mengenai hal tersebut dan pada Instagram […]",0
" Foto “Best elephant photo ever! Fly, little guy!”","Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto tersebut bukan foto gajah kecil yang sedang lompat seperti terbang. Foto […]",0
" Bank BNI, BRI, dan Mandiri Cairkan Dana Hingga 1,2jt Untuk Nasabah","Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya ketiga Bank BUMN tersebut telah mengklarifikasi bahwa klaim tersebut salah. Setelah ditelusuri, informasi tersebut tidak mendasar […]",0
 Situs Bank BJB Melayani Penukaran Poin Undian Berhadiah,Hasil Periksa Fakta Khairunnisa Andini. Bukan situs resmi milik Bank BJB. Pihak Bank BJB menegaskan bahwa situs resmi milik Bank BJB hanya bankbjb.co.id. = = […],0
 Keluwing Memiliki “Bisa” Yang Mematikan,"Hasil Periksa Fakta Fathia IS. Informasi tersebut salah. Dilansir dari Kompas, luwing tidak menggigit atau menyengat. Luwing hanya memilki pertahanan kimia dalam jumlah yang sedikit […]",0
 Video “Gunung Semeru Meletus”,"BUKAN video letusan Gunung Semeru. FAKTANYA, video yang disebarkan di bagian akhir menampilkan video aliran Lava dari Gunung Kilauea yang meletus pada tahun 2017 lalu. […]",0
" Bocah Ini Beli Saham 92,2 Milyar Karena Merupakan Wali Kota Solo","Bukan Wali Kota Solo. Pria dalam foto tersebut merupakan Kaesang Pangarep, putra bungsu Presiden Jokowi. Dari beberapa artikel, Kaesang sendiri memiliki 13 kerajaan bisnis. Selain […]",0
 Penemuan Bahtera Nuh di Gunung Ararat,"Hasil Periksa Fakta Gabriela Nauli Sinaga (Universitas Sumatera Utara) Faktanya, sampai sekarang keberadaan bahtera bersejarah ini masih mengalami perdebatan di kalangan arkeolog di dunia. Gunung […]",0
 “proyek cebong terkini SIRKUIT MANDALIKA gk masuk berita tv”,"Hasil Periksa Fakta Luthfiyah Oktari Jasmien (UIN Raden Mas Said Surakarta). Informasi tersebut tidak benar. Faktanya, media televisi yang turut memberitakan tentang Sirkuit Mandalika adalah […]",0
 Gejala Varian Omicron Disebabkan oleh Komplikasi Vaksin Covid-19,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari laman berita Reuters, hingga saat ini belum ada bukti yang menunjukkan bahwa […]",0
" “Bocah ini Kumpulin Uang Receh Dari Kecil, Borong Iphone 12 Seharga 7 Jutaan dan Airpods Pro Seharga 500 Ribuan”","BUKAN untuk memborong iPhone dan AirPods Pro. Anak di foto itu adalah Eka Duta P, warga Desa Ngadirejo, Kecamatan Secang, Magelang yang menabung uang recehan […]",0
 Foto “Anak Korban Penculikan di Gorontalo”,"BUKAN diculik, anak tersebut terluka pada bagian tangannya akibat terkena pecahan botol. Karena takut akan dimarahi, anak itupun mengarang cerita dengan mengaku bahwa ia menjadi […]",0
 Video Letusan Gunung White Island di New Zealand,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Klaim pada video tersebut tidak benar. Faktanya, video tersebut merupakan simulasi yang dibuat untuk Museum […]",0
 Video “Ormas Berideologi Komunis Boleh Berkembang di Indonesia”,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Pernyataan yang dimaksud dalam video tersebut bukanlah mengizinkan ormas berideologi komunis untuk berkembang, melainkan […]",0
" Elon Musk Luncurkan Testla Smartphone Keluaran Tesla, Inc.",Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya video yang diklaim sebagai smartphone yang dikeluarkan Tesla tersebut merupakan hasil suntingan CGI karya designer Kashama. […],0
 Video Memasak Popcorn Menggunakan Ponsel,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, hal tersebut tidak mungkin terjadi. Radiasi elektromagnetik yang dipancarkan oleh ponsel sangatlah kecil, sehingga tidak akan dapat digunakan untuk […]",0
 Foto “orangutan mengulurkan tangannya untuk membantu seorang ahli geologi yang jatuh ke dalam kolam lumpur”,"BUKAN ahli geologi. Pria di kolam itu adalah petugas di pusat rehabilitasi orangutan Borneo Orangutan Survival Foundation (BOSF) di Samboja Lestari, Kalimantan Timur. Saat itu, […]",0
" Mandi Detox Menggunakan Campuran Garam Epsom, Baking Soda, Borax, dan Indian Healing Clay Mampu Mengeluarkan Kandungan Vaksin Covid yang Sebelumnya Telah Disuntikkan Kepada Seseorang","Hasil Periksa Fakta Novita Kusuma Wardhani (Institut Ilmu Sosial dan Ilmu Politik (IISIP) Jakarta). Informasi tersebut salah. Faktanya, Direktur Medis Pencegahan dan Pengendalian Infeksi untuk […]",0
 Video “BERITA TERKINI ~ MPUS!! SRIMUL M4L4H BERKHI4N4T ~ NEWS VIRAL KPK JOKOWI”,"Isi video tidak sesuai dengan klaim pada judul dan narasi thumbnails. Adapun, isi video berupa suntingan sejumlah video dan pembacaan dua artikel dari kumparan.com, yakni […]",0
 “KETUA UMUM PDIP MEREKUMENDASIKAN GANJAR MAJU CAPRES 2024 . . UDAH DI PASTIKAN GANJAR PRANOWO PENERUS JOKOWI”,Pihak PDIP belum memutuskan mengenai capres 2024. Sekretaris Jenderal DPP PDI Perjuangan (PDIP) Hasto Kristiyanto pada Senin (1/11/2021) menegaskan bahwa tahapan pemilu belum ditetapkan. Hasto […],0
 Foto Supermarket di Jerman Memasang Pagar Pembatas untuk Memisahkan Pengunjung yang Sudah Divaksin dan Belum Divaksin,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, foto tersebut bukan merupakan foto pagar pembatas yang dipasang di supermarket di Jerman, melainkan sebuah supermarket di Kota Arad, […]",0
" Bank BNI, BRI, dan Mandiri Cairkan Dana Hingga 1,2jt Untuk Nasabah","Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya ketiga Bank BUMN tersebut telah mengklarifikasi bahwa klaim tersebut salah. Setelah ditelusuri, informasi tersebut tidak mendasar […]",0
 Keluwing Memiliki “Bisa” Yang Mematikan,"Hasil Periksa Fakta Fathia IS. Informasi tersebut salah. Dilansir dari Kompas, luwing tidak menggigit atau menyengat. Luwing hanya memilki pertahanan kimia dalam jumlah yang sedikit […]",0
 Video Wawancara CEO BioNTech Menolak Divaksin Karena Alasan Keamanan,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, video tersebut merupakan video wawancara yang dilakukan pada 22 Desember 2020 lalu. Dalam video, CEO BioNTech, Ugur Sahin, tidak […]",0
" Artikel “Berita Duka, SeIamat JaIan Untuk SeIamanya ?? Salah Satu Personil Wali Band, InnaIiIahi WainnaiIIaihirojiun Kabar Duk? M?n??I?mut? …….”",Klaim artikel tidak benar. Diketahui dari akun Instagram Wali Band (bandwaliofficial) para personelnya masih beraktivitas dan membintangi sebuah serial televisi di stasiun tv RCTI. ===== […],0
 Video Lahar Panas Gunung Semeru,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, video tersebut merupakan video aliran lava Gunung Kilauea di Hawaii yang telah mengalir sejak tebing delta lava runtuh pada […]",0
 Situs Survei Berhadiah dari Singapore Airlines dalam Rangka Perayaan HUT Ke-50,"Hasil Periksa Fakta Khairunnisa Andini. Bukan situs survei yang diadakan oleh Singapore Airlines. Melalui laman Facebook resminya, Singapore Airlines menegaskan bahwa pihaknya tidak pernah menyelenggarakan […]",0
 Akun WhatsApp Kapolres Muaro Jambi bernomor “081253469551”,"Hasil Periksa Fakta Novita Kusuma Wardhani (Institut Ilmu Sosial dan Ilmu Politik (IISIP) Jakarta). Informasi tersebut salah. Faktanya, KASI Humas Polres Muarojambi, AKP Amradi menyatakan […]",0
 Akun Grup Telegram Ternak Uang,Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Pihak Ternak Uang melalui akun resmi Instagramnya mengatakan bahwa segala bentuk transaksi hanya dilakukan […],0
 Varian Omicron Ditemukan Sejak Juli 2021,Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Lampiran yang dicantumkan dalam narasi tersebut diterbitkan oleh situs World Economic Forum (WEF) pada […],0
 Akun Facebook “Pemberitahuan Id”,"BUKAN bagian dari Facebook. FAKTANYA, akun tersebut melakukan PENIPUAN dengan cara MENGAMBIL ALIH akun pengguna yang membuka tautan dan mengisi kredensial di laman yang diberikan. […]",0
 Akun WhatsApp Wakil Wali Kota Banjar Jawa Barat Nana Suryana,"Hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Akun Palsu. Dilansir dari Timesindonesia.co.id, Nana menyatakan bahwa akun WhatsApp yang beredar adalah akun PALSU. […]",0
 Akun Facebook Wali Kota Palangkaraya Fairid Naparin,"hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Akun tersebut palsu. Faktanya, Fairid Naparin tidak pernah menggunakan Facebook dan mengimbau masyarakat Palangkaraya untuk […]",0
" Video “Gempa Jambi Hari Ini, Gempa Kuat Jambi dan Musi Banyuasin Warga Panik, Gempa Musi Banyuasin Hari Ini”","BUKAN video saat gempa yang terjadi di Jambi pada Senin (29/11/2021) pukul 16.08 WIB. Kejadian di video itu adalah kejadian gempa di Kabupaten Pidie Jaya, […]",0
 Video “Nasbung Buat Reuni Kadrun diludahin dulu”,"Ditiup, BUKAN diludahi. FAKTANYA, meniup setelah mendoakan adalah ritual yang diikuti oleh kalangan masyarakat tertentu. Selain itu, lokasi peristiwa BUKAN di Indonesia, sehingga mengaitkan dengan […]",0
 Akun TikTok Agnes Mo Bagi-bagi Hadiah Akhir Tahun Senilai Rp50 Juta,"Hasil Periksa Fakta Ani R Akun TikTok Palsu. Akun TikTok asli Agnes Monica adalah agnezmo, dalam akunnya tidak ada informasi resmi bahwa ia akan Bagi-bagi […]",0
 Situs Schneider Electric Menawarkan Pembiayaan,Hasil Periksa Fakta Khairunnisa Andini. Bukan situs resmi milik Schneider Electric. Perwakilan dari PT Schneider Indonesia menegaskan bahwa pihaknya tidak pernah menawarkan pembiayaan maupun produk […],0
 Lady Gaga Baca Alquran Surah Ad Dhuha,"Wanita dalam video tersebut bukanlah Lady Gaga, melainkan Sofia Sadek yang merupakan seorang penyanyi dari Tunisia.  [KATEGORI]: KONTEN YANG MENYESATKAN  [SUMBER]: https://archive.fo/1ZRR8  [NARASI]: […]",0
 Protes Vaksinasi di Yunani Berakhir Ricuh,Hasil Periksa Fakta Ani R Bukan di Yunani dan tidak terkait dengan vaksinasi. Video bentrokan antara aparat Polisi dan warga tersebut terjadi di Argentina pada […],0
" Menempelkan Bawang Putih Di Telinga, Dapat Sembuhkan Sakit Kepala","Hasil Periksa Fakta Gabriela Nauli Sinaga (Universitas Sumatera Utara) Faktanya sampai sekarang, belum ada penelitian yang dapat membenarkan metode itu. Sejauh ini, penggunaan bawang putih […]",0
 Gedung Pusat Shopee Kebakaran,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, kebakaran tidak terjadi di gedung pusat Shopee, melainkan di Gedung Cyber 1, Jakarta Selatan. = = = = = […]",0
 Video Jenderal TNI Andika Perkasa Adu Otot dengan Tentara AS,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Orang yang ada dalam video tersebut bukanlah Jenderal Andika Perkasa, melainkan instruktur fitnes bernama […]",0
 Video Sosok Makhluk Durhaka Ke Orang Tua Berbadan Hewan Berkepala Manusia,Sosok dalam video bukanlah sosok mahluk durhaka melainkan aksi hiburan Mumtaz Begum dari Pakistan. Aksi tersebut menampilkan pertunjukkan akting panggung dengan gimmick kepala manusia dan […],0
 Poster Film Berjudul “The Omicron Variant” yang Dirilis pada Tahun 1963,"Hasil Periksa Fakta Khairunnisa Andini. Judul film hasil suntingan. Faktanya, poster film tersebut merupakan versi poster Bahasa Spanyol dari film berjudul “Phase IV” yang dirilis […]",0
 Pemerintah Paksakan Vaksin Booster,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari laman berita Medcom, Kementerian Kesehatan Republik Indonesia saat ini berfokus pada vaksin […]",0
 Akun Telegram Bursa Efek Indonesia,Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Bursa Efek Indonesia melalui akun Twitter resminya mengatakan bahwa Bursa Efek Indonesia tidak memilik […],0
 Pembalap MotoGP Jorge Lorenzo Selebrasi Dengan Berenang di danau Sirkuit Mandalika,"Bukan di Sirkuit Mandalika. Video tersebut merupakan video tahun 2010 saat Pembalap MotoGP, Jorge Lorenzo merayakan kemenangannya saat berhasil menjadi juara di seri MotoGP di […]",0
 Video “HAKIM & JAKSA TERKEJUT! ARAB SAUDI & MUI AKAN PASANG BADAN BEBASKAN HABIB RIZIEQ DARI JERUJI BESI!”,Di dalam video tidak ada pernyataan dari pihak Arab Saudi dan MUI terkait pembebasan HRS. Isi video merupakan hasil suntingan sejumlah video dan pembacaan artikel […],0
" Pesan Berantai “warga china dikasih kesempatan jadi PNS, padahal rakyat Indonesia sendiri masih banyak nganggur”","BUKAN untuk menjadi PNS di Indonesia. FAKTANYA, yang sedang dibahas di artikel adalah penerimaan PNS di Tiongkok, BUKAN di Indonesia. Selain itu, foto yang digunakan […]",0
 PNS Akan Dihapuskan dan Digantikan dengan Teknologi Kecerdasan Buatan,"Hasil Periksa Fakta Khairunnisa Andini. Faktanya, penggunaan teknologi kecerdasan buatan tidak untuk menghapus PNS, melainkan untuk membantu melakukan pekerjaan yang bersifat administratif dan repetitif. = […]",0
" Video “Badai Shaheen di Tepi Pantai Oman.Direkam dari Burj Khalifa Dubai, Oktober 2021”","Video editan, hasil manipulasi yang merupakan animasi digital yang diciptakan dengan peranti lunak (software) animasi dan foto komposit yang dibuat pada tahun 2019. Selengkapnya di […]",0
 Komik “Phantom” yang Terbit Tahun 1957 Memprediksi Munculnya Covid-19,Hasil Periksa Fakta Khairunnisa Andini. Ilustrasi hasil suntingan. Ilustrasi asli yang diterbitkan pada tahun 1957 tidak mencantumkan narasi apapun terkait “China Virus” atau Covid-19. Karakter […],0
 Video “Pemuda Pemudi Ini Terkena Sindrom Tiktok”,Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Isi dari video tersebut merupakan parodi. Sindrom yang membuat tubuh seseorang melakukan gerakan repetisi […],0
 Cuitan Aa Gym terkait Memilih Pemimpin Muslim yang Koruptor,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, cuitan tersebut adalah hoaks lama yang telah beredar sejak 2017. Aa Gym […]",0
 Foto Anies Baswedan Calon Presiden 2024 Bersama Petinggi ISIS,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto tersebut adalah hoaks lama yang telah beredar sejak tahun 2017. Syeikh […]",0
" Foto “Storm Approaching Paris, France”","Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto tersebut bukanlah badai yang akan terjadi sungguhan, melainkan hasil seni digital […]",0
 Rapid Test Device Berlabel Positif dan Negatif Sudah Dimuat Virus,"Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya, makna label positif dan negatif pada kemasan Rapid Test Device tersebut untuk memastikan reagen dalam sampel […]",0
 FDA: Suntikan Booster Vaksinasi Pfizer Berpotensi Infeksi Berat pada Hati,Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya Food and Drug Administration (Badan Pengawas Obat dan Makanan) Amerika Serikat sudah memberikan izin booster vaksin […],0
 “KPK Berhasil Temukan Aliran Dana Hibah Sebesar 10M di Rumah Anies”,Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya informasi yang beredar tersebut tidak mendasar dan tidak ada informasi yang valid terkait keberhasilan KPK dalam […],0
 Video Upaya Bunuh Diri di Atas Patung Garuda Wisnu Kencana (GWK),"Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia) Informasi yang salah. Faktanya, video tersebut disunting dengan menambahkan suara teriakan. Orang yang ada pada […]",0
" Foto Demo Melanggar Covid dan Vaksinasi di Wina, Austria","Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto tersebut bukan terkait demo Covid dan vaksin di Austria, melainkan demo […]",0
SALAH] Foto Turun Hujan Deras saat Warga di Turki Salat Minta Hujan,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto-foto dalam video unggahan itu diambil saat salat Jumat yang dilakukan warga […]",0
 Video Wanita Tak Bermasker Menolak untuk Duduk Bersebelahan dengan Pria yang Belum Divaksin,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, video itu adalah potongan film pendek berjudul “COVID flight” dan bukan kejadian […]",0
 Konsumsi Buah Dalam Keadaan Perut Kosong Dapat Sembuhkan Kanker,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, informasi ini adalah hoaks lama yang kembali beredar. Kanker hanya dapat dikontrol […]",0
 Foto Presiden Jokowi Menghadiri KTT G20 Tahun 2021,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, foto cuitan itu diambil saat Presiden Joko Widodo (Jokowi) menghadiri Konferensi Tingkat […]",0
 Foto Laba-laba yang Sangat Berbisa di Pantai,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia) Faktanya, laba-laba berjenis laba-laba trapdoor itu merupakan jenis laba-laba dengan bisa yang sangat […]",0
 Video “Innalillahi Wa Innailaihi Roji’un… Kabar Duka Datang Dari Dewi Persik….”,"Dewi Perssik diketahui tidak membagikan kabar duka di bulan November 2021. Melalui akun Instagramnya (dewiperssikreal.new), tidak ada postingan kabar duka di bulan November 2021. Adapun, […]",0
 Terdapat Parasit yang Mematikan di Dalam Vaksin Covid-19,"Hasil Periksa Fakta Fathia IS. Informasi tersebut salah. Professor Kim Shin-woo, epidemiolog dari Kyungpook National University menjelaskan bahwa vaksin Covid-19 justru tidak mengandung parasit apa […]",0
 Sayur Pakis Bisa Menyebabkan Kanker,"Hasil Periksa Fakta Fathia IS. Informasi tersebut salah. Faktanya, dilansir dari Kompas.com, ahli gizi FKKMK UGM Dr. Toto Sudargo, SKM., M.Kes, menjelaskan, sejauh ini belum […]",0
 Air Laut Asin Karena Bercampur dengan Sperma Paus,"Hasil Periksa Fakta Fathia IS. Informasi tersebut salah. Faktanya, dilansir dari AFP, penyebab utama konsentrasi garam dalam air laut atau salinitas laut adalah ion mineral […]",0
 Link Hadiah Pospay (Pos Indonesia),"hasil periksa fakta Rahmah A N (UIN Sunan Ampel Surabaya) Link tersebut palsu, Pos Indonesia melalui akun Instagram resminya mengunggah pernyataan bahwa Informasi yang beredar […]",0
 Jepang Menggunakan Ivermectin dan Menghentikan Vaksin untuk Memberantas Virus Covid-19,"Berdasarkan Hasil Periksa Fakta Novita Kusuma Wardhani (Institut Ilmu Sosial dan Ilmu Politik (IISIP) Jakarta). Informasi tersebut salah. Faktanya, dalam Japanese Pharmaceutical and Medical Devices […]",0
 Telegram Membagikan Voucher Pulsa Gratis Bagi Pengguna Senilai Rp500 Ribu,"Berdasarkan Hasil Periksa Fakta Novita Kusuma Wardhani (Institut Ilmu Sosial dan Ilmu Politik (IISIP) Jakarta). Informasi tersebut salah. Deputy Client Manager Edelman Indonesia mewakili Telegram, […]",0
 PPKM Level 4 Pada 24 Desember 2021 Karena Ada Varian Covid-19 Baru,"PPKM yang diberlakukan pada 24 Desember 2021 ialah PPKM level 3. Kebijakan itu diberlakukan bukan karena ada varian Covid-19 yang baru, melainkan mengantisipasi libur natal […]",0
" Video “Berita Terkini ~ ResmiMegawati Bersama Prabowo Akhirnya Sepakat, Ganjar Resmi Diusung 2 Partai Ini!”","Belum ada pernyataan resmi dari pihak Megawati Soekarnoputri ataupun Prabowo Subianto mengenai pengusungan Ganjar Pranowo. Adapun, isi video merupakan hasil suntingan sejumlah video dan pembacaan […]",0
 Gambar “Inilah Cerita Dari Tragedi Satelit Indonesia PALAPA B2 Tahun 1984”,"hasil periksa fakta Rahmah An Nisaa (Uin Sunan Ampel Surabaya) Informasi tersebut adalah keliru, faktanya satelit Palapa B2 dijual oleh pihak asuransi. Ketika satelit gagal […]",0
 Gambar “Matahari Terbenam di Bumi Terlihat dari Luar Angkasa”,"hasil periksa fakta Rahmah An Nisaa (Uin Sunan Ampel Surabaya) Faktanya, gambar adalah potongan gambar dari sebuah video CGI yang menunjukkan matahari terbit di bumi […]",0
 Akun WhatsApp Wakil Wali Kota Samarinda Rusmadi “+6281937035653”,"hasil periksa fakta Rahmah a n ((Uin Sunan Ampel Surabaya) Faktanya, melalui akun Instagram pdiskominfo.samarinda, pihak diskominfo menyatakan bahwa akun Whatsapp tersebut adalah palsu dan […]",0
 Swab PCR Merupakan Cara untuk Melakukan Vaksinasi,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. PCR merupakan cara untuk mengambil sampel keberadaan virus Corona, bukan cara untuk vaksinasi. = […]",0
 WHO Mengatakan bahwa Menyimpan Ponsel Dekat Kepala dapat Menyebabkan Tumor,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Hingga saat ini, WHO belum mengeluarkan pernyataan bahwa paparan radiasi ponsel genggam dapat menyebabkan […]",0
 Aliansi Dokter Dunia Mengatakan Bahwa Varian Delta Tidak Ada,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari laman berita Kompas, Epidemiolog asal Universitas Gadjah Mada (UGM), yakni Bayu Satria […]",0
 Akun WhatsApp Bupati Klaten Sri Mulyani,"Hasil Periksa Fakta Ani R Akun Palsu. Dikonfirmasi langsung melalui akun Twitter resmi Humas Pemerintah Kabupaten Klaten, menyatakan bahwa akun WhatsApp Bupati Klaten, Sri Mulyani, […]",0
 Aktor sekaligus Artis Nicky Tirta Meninggal dunia,"Hasil Periksa Fakta Fachrun Nisa, Mahasiswa Universitas Muhammadiyah Luwuk Informasi tersebut telah dibantah langsung melalui akun Instagram resmi Nicky Tirta. Selengkapnya pada penjelasan! = = […]",0
 “Pilar Masjid di Pontianak Bergeser”,"Informasi keliru, nyatanya pihak masjid mengubah arah sajadah. Selengkapnya pada penjelasan. = = = = = KATEGORI: FALSE CONTEXT = = = = = SUMBER: […]",0
 Bawang Putih Ampuh Atasi Hidung Tersumbat,"Hasil Periksa Fakta Fachrun Nisa, Mahasiswa auniversitas Muhammadiyah Luwuk Informasi palsu, bawang putih yang dimasukkan ke dalam hidung dapat menyebabkan iritasi. Selengkapnya pada penjelasan! = […]",0
 Vaksinasi Covid-19 Menyebabkan Seseorang Terkena Kanker,Hasil Periksa Fakta Fathia IS. Klaim tersebut salah. Faktanya data uji klinis menunjukkan tidak ada hubungan antara suntikan vaksin Covid-19 dengan kanker. Vaksin yang sudah […],0
" Gambar Dua Terdakwa Korupsi, Aa Umbara Sutisna dan Andri Wibawa Divonis Bebas","Hasil Periksa Fakta Ani R Informasi Palsu. Dua terdakwa korupsi bansos yang terlihat pada gambar adalah Aa Umbara Sutisna dan Andri Wibawa, adapun yang divonis […]",0
" Video “INNALILL4HI WAINN4 ILAIHIR4JIUNOPICK TOMBO ATI, SEMOGA MASUK SURGANYA ALLAH”","Opick masih aktif memposting kegiatannya di akun Instagramnya (opick_tomboati). Isi video bukan mengenai meninggalnya Opick, melainkan kabar meninggalnya paman dari Opick pada 2 April 2021. […]",0
 Video “Casino Di Arab Saudi”,"BUKAN kasino. Video itu merupakan video turnamen permainan kartu yang disebut “Baloot” di kota Riyadh, Arab Saudi. “Baloot” mirip dengan permainan kartu Belote dari Prancis […]",0
